,id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,borough,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
176,4912929,within an hour,100%,1,2,1,Bury District,Apartment,Entire home/apt,2,1.0,1.0,1.0,45,0,15,1,0,3,90,54,126,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2403.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4+ years,57.0
177,4976729,unknown,unknown,0,1,1,Salford District,House,Private room,8,4.0,4.0,4.0,30,0,20,1,15,1,1125,0,0,,,,,,,,0,flexible,1798.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,
178,4992945,unknown,unknown,1,1,0,Chorlton Park,Apartment,Entire home/apt,2,1.0,1.0,1.0,42,100,10,1,4,2,30,14,31,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1553.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,218.0
179,5000513,within a few hours,100%,0,5,1,Moss Side,Other,Entire home/apt,6,1.0,3.0,3.0,22,400,0,1,10,2,31,64,37,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,0,strict_14_with_grace_period,2653.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,78.0
180,5072185,unknown,unknown,0,3,1,Chorlton,House,Private room,2,1.0,1.0,1.0,30,0,0,1,200,24,150,87,4,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1544.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1618.0
181,5091469,within an hour,100%,0,1,1,Fallowfield,House,Private room,1,1.0,1.0,1.0,35,0,0,1,0,1,1125,63,42,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,1542.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,213.0
182,5121973,within a few hours,100%,1,4,1,Chorlton,House,Private room,1,1.5,1.0,1.0,34,0,0,1,25,3,60,4,63,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2259.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,126.0
183,5148169,within an hour,100%,1,2,0,Tameside District,House,Private room,2,1.5,1.0,1.0,25,0,0,1,12,1,1125,81,77,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2380.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,102.0
184,5158797,within a few hours,100%,1,3,1,Stockport District,House,Private room,2,2.0,1.0,2.0,42,0,0,1,0,1,1125,54,36,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1737.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,44.0
185,5159501,within an hour,100%,0,2,1,Salford District,Other,Entire home/apt,2,1.0,1.0,1.0,90,150,10,1,0,1,1125,0,11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1535.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2-3 years,442.0
186,5202886,within an hour,100%,1,3,1,Bolton District,House,Entire home/apt,6,1.0,3.0,4.0,80,100,0,4,10,2,1125,20,26,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,2049.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4+ years,107.0
187,5210396,within a few hours,100%,1,1,0,Brooklands,House,Private room,2,1.0,1.0,0.0,25,0,5,1,5,1,1125,89,78,80-94/100,9/10,10/10,10/10,10/10,9/10,9/10,0,flexible,1530.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,140.0
188,5216954,within an hour,100%,0,1,1,Moss Side,House,Entire home/apt,4,1.0,2.0,2.0,45,0,33,2,5,2,31,79,380,80-94/100,10/10,9/10,9/10,10/10,9/10,9/10,0,moderate,1769.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4+ years,42.0
189,5237697,unknown,unknown,0,1,0,Moss Side,House,Private room,2,0.0,1.0,1.0,50,0,0,1,0,1,1125,0,0,,,,,,,,0,flexible,1527.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
190,5241395,within a day,50-89%,0,4,1,Moss Side,House,Entire home/apt,12,2.0,4.0,6.0,124,200,30,4,20,1,1125,87,37,80-94/100,9/10,0-8/10,10/10,10/10,0-8/10,0-8/10,0,strict_14_with_grace_period,1762.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,127.0
191,5247804,within an hour,100%,1,1,1,Didsbury East,House,Private room,1,1.5,1.0,1.0,28,0,0,1,10,2,1125,60,50,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2085.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,55.0
192,5256854,within a day,50-89%,0,2,1,City Centre,Apartment,Entire home/apt,4,1.5,2.0,2.0,99,0,15,1,0,1,1125,0,159,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,0,moderate,1525.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,438.0
193,5270940,unknown,unknown,0,6,1,Burnage,House,Entire home/apt,16,6.0,10.0,10.0,400,150,120,10,20,2,1125,0,35,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,1524.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,234.0
194,5297243,within an hour,100%,1,2,1,Whalley Range,Other,Entire home/apt,4,2.0,2.0,2.0,150,200,30,1,0,2,1125,80,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2132.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6-12 months,288.0
195,5307067,within an hour,100%,0,1,1,Didsbury West,House,Entire home/apt,8,3.0,4.0,4.0,125,600,45,1,0,6,1125,26,12,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,2015.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4+ years,50.0
196,5354037,within an hour,100%,1,5,1,Salford District,House,Entire home/apt,4,1.0,2.0,2.0,88,100,15,2,12,2,1125,65,125,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2160.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,50.0
197,5394862,within a few hours,100%,1,2,1,Tameside District,House,Private room,4,1.0,2.0,2.0,75,0,10,1,0,1,1125,87,37,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,moderate,1885.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,142.0
198,5426892,within an hour,100%,0,1,0,Bradford,Apartment,Entire home/apt,4,3.0,2.0,2.0,90,300,90,4,0,3,1125,63,12,95-100/100,9/10,9/10,9/10,9/10,10/10,9/10,0,strict_14_with_grace_period,1957.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,50.0
199,5434596,within an hour,100%,0,3,1,City Centre,Apartment,Entire home/apt,4,1.0,2.0,2.0,71,100,0,2,79,69,1125,90,10,80-94/100,0-8/10,9/10,10/10,10/10,10/10,0-8/10,0,strict_14_with_grace_period,1940.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,389.0
200,5449233,within an hour,50-89%,0,53,1,Chorlton,House,Private room,16,3.0,6.0,19.0,180,400,60,4,20,7,1125,90,4,80-94/100,9/10,9/10,9/10,9/10,9/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4+ years,142.0
201,5488725,within an hour,100%,0,0,0,Tameside District,House,Private room,2,1.0,1.0,1.0,40,0,5,1,8,1,52,0,3,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1502.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,693.0
202,5541034,within an hour,100%,1,2,1,Chorlton,House,Private room,1,1.0,1.0,1.0,26,0,8,1,10,2,1125,66,43,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,moderate,1497.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,88.0
203,5544185,within a day,50-89%,0,20,0,City Centre,Apartment,Entire home/apt,4,1.0,2.0,2.0,100,0,0,1,0,7,1125,89,3,80-94/100,9/10,9/10,10/10,9/10,9/10,9/10,0,flexible,1532.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,270.0
204,5544328,within a day,50-89%,0,20,0,Salford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,100,0,0,1,0,7,1125,89,12,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,flexible,1532.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,241.0
205,5571927,within an hour,100%,1,1,1,Miles Platting and Newton Heath,Other,Entire home/apt,3,1.0,1.0,2.0,63,150,35,2,10,2,90,51,119,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,1495.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,52.0
206,5584153,within an hour,100%,1,2,0,Oldham District,Apartment,Entire home/apt,3,1.0,1.0,3.0,65,0,0,1,10,2,1125,64,61,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1517.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4+ years,43.0
207,5590149,within an hour,100%,1,2,1,Didsbury East,House,Entire home/apt,2,1.0,1.0,1.0,33,0,0,1,5,2,1125,30,411,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,2359.0,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4+ years,49.0
208,5599085,within an hour,100%,1,4,0,Stockport District,House,Private room,3,1.5,1.0,1.0,36,0,7,1,13,1,1125,85,71,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1492.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,283.0
209,5647228,within an hour,100%,1,1,1,Salford District,Apartment,Entire home/apt,4,1.0,2.0,2.0,99,0,30,1,0,2,1125,40,211,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1810.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,57.0
210,5682924,within an hour,100%,0,2,1,Salford District,House,Private room,2,1.5,1.0,2.0,45,0,0,1,10,1,1125,86,52,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,strict_14_with_grace_period,1518.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,58.0
211,5700336,within an hour,100%,1,1,1,City Centre,Other,Entire home/apt,4,2.0,2.0,2.0,82,250,45,2,25,182,365,89,153,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,1483.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4+ years,694.0
212,5746270,unknown,unknown,0,1,0,Baguley,House,Entire home/apt,5,1.0,3.0,3.0,100,0,0,1,0,1,1125,0,0,,,,,,,,0,flexible,1729.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
213,5754857,within an hour,50-89%,0,4,1,Salford District,Apartment,Private room,2,1.0,1.0,1.0,31,0,10,1,5,1,15,1,21,80-94/100,9/10,0-8/10,10/10,9/10,10/10,9/10,1,flexible,1845.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6-12 months,127.0
214,5764014,within an hour,100%,1,2,1,Trafford District,House,Private room,2,1.0,1.0,1.0,20,0,10,1,15,2,3,83,74,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1839.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4+ years,42.0
215,5777658,within an hour,100%,0,2,1,Bury District,House,Private room,2,1.0,1.0,1.0,55,0,0,2,15,2,1125,72,7,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2203.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,128.0
216,5784352,unknown,unknown,0,1,1,Salford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,70,100,20,1,0,1,1125,0,0,,,,,,,,0,flexible,1476.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
217,5789718,within an hour,100%,0,2,0,Moss Side,House,Private room,2,1.0,1.0,1.0,20,0,25,1,0,1,1125,48,119,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,1476.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2-3 years,63.0
218,5865430,within a day,0-49%,0,1,0,Rochdale District,House,Entire home/apt,2,1.0,1.0,1.0,50,0,0,2,0,2,1125,87,1,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1468.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1-2 years,692.0
219,5883738,within an hour,90-99%,0,206,0,Bradford,Apartment,Entire home/apt,4,2.0,2.0,2.0,100,300,90,4,0,3,1125,63,61,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,0,flexible,2520.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4+ years,115.0
220,5983345,unknown,unknown,0,1,1,Cheetham,Apartment,Entire home/apt,4,2.0,2.0,2.0,200,0,0,1,0,1,1125,0,5,80-94/100,9/10,0-8/10,10/10,10/10,10/10,10/10,0,flexible,2172.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1400.0
221,6010502,within an hour,100%,0,3,0,Trafford District,House,Entire home/apt,4,1.5,2.0,2.0,135,0,30,1,0,7,1125,72,0,,,,,,,,0,flexible,2133.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,
222,6014196,within a few hours,100%,0,7,0,City Centre,Apartment,Entire home/apt,5,2.0,2.0,2.0,74,400,60,2,10,10,1125,89,9,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1738.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,54.0
223,6052900,unknown,unknown,0,1,1,Chorlton,Apartment,Private room,2,1.0,1.0,1.0,25,0,10,1,20,2,1125,19,29,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2485.0,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,316.0
224,6081027,within an hour,100%,0,7,0,Trafford District,Other,Entire home/apt,3,1.0,1.0,2.0,89,0,0,1,0,2,365,81,43,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1751.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4+ years,199.0
225,6081998,unknown,unknown,0,1,1,Salford District,House,Private room,2,1.0,1.0,1.0,39,0,0,1,0,1,1125,0,16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1450.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1573.0
226,6084998,unknown,unknown,0,1,0,Old Moat,House,Private room,2,1.0,1.0,1.0,28,0,0,1,5,10,1125,0,1,,,,,,,,0,moderate,1450.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,1823.0
227,6128873,within an hour,100%,1,5,1,Salford District,House,Entire home/apt,4,1.0,2.0,2.0,88,100,16,2,12,1,1125,65,85,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2160.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4+ years,76.0
228,6165510,unknown,unknown,0,1,1,City Centre,Apartment,Entire home/apt,6,2.0,2.0,3.0,175,200,30,4,20,2,30,0,14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,2067.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4+ years,251.0
229,6167407,within an hour,100%,1,2,1,Trafford District,House,Private room,1,1.0,1.0,1.0,25,0,0,1,0,1,1125,81,185,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1900.0,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,42.0
230,6172921,within an hour,100%,1,1,0,Didsbury West,House,Private room,2,1.0,1.0,1.0,30,0,0,1,0,1,60,43,245,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1443.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,64.0
231,6191116,within an hour,100%,0,7,0,Trafford District,Other,Entire home/apt,2,1.0,1.0,1.0,69,0,0,1,0,2,365,85,52,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,moderate,1751.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4+ years,57.0
232,6195283,unknown,unknown,0,1,0,Didsbury East,Apartment,Entire home/apt,4,2.0,2.0,2.0,43,0,0,1,0,2,84,0,0,,,,,,,,0,flexible,1442.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
233,6205531,within an hour,100%,1,1,0,Chorlton,House,Private room,2,1.5,1.0,1.0,40,0,0,1,0,1,1125,73,175,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1778.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,37.0
234,6288754,within a few hours,100%,0,2,0,Trafford District,House,Private room,2,1.0,1.0,1.0,52,200,10,2,20,1,4,9,21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1816.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,276.0
235,6330967,within a day,100%,1,3,1,Trafford District,House,Private room,2,1.5,1.0,1.0,49,100,10,1,0,1,1125,74,2,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1431.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,1449.0
236,6333392,within a day,100%,1,3,1,Trafford District,House,Entire home/apt,7,2.5,3.0,4.0,125,250,55,1,0,2,10,75,58,95-100/100,10/10,9/10,10/10,10/10,9/10,9/10,0,moderate,1431.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4+ years,110.0
237,6352418,within an hour,100%,0,1,0,Bolton District,House,Entire home/apt,4,1.0,2.0,2.0,50,0,25,1,0,3,1125,72,32,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1603.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,362.0
238,6374786,within an hour,100%,1,1,0,Gorton South,House,Entire home/apt,4,1.0,2.0,0.0,110,0,20,1,0,1,1125,78,138,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1428.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4+ years,36.0
239,6414452,within an hour,100%,1,2,1,Salford District,House,Private room,2,1.5,1.0,1.0,22,83,6,1,6,1,7,53,203,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2578.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4+ years,38.0
240,6449708,within an hour,100%,0,1,1,City Centre,Apartment,Entire home/apt,4,2.0,2.0,2.0,95,0,10,4,10,1,1125,66,262,80-94/100,9/10,9/10,0-8/10,9/10,10/10,9/10,1,flexible,1422.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4+ years,52.0
241,6466180,within a day,0-49%,0,0,1,City Centre,Apartment,Entire home/apt,4,1.0,1.0,2.0,75,0,30,2,20,1,1125,15,105,80-94/100,9/10,0-8/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,2868.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4+ years,238.0
242,6474741,within an hour,100%,1,1,1,Didsbury East,Apartment,Entire home/apt,2,1.0,1.0,2.0,55,0,0,1,25,3,365,56,74,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1420.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4+ years,116.0
243,6475532,unknown,unknown,0,1,0,Chorlton Park,House,Private room,2,1.0,1.0,1.0,18,0,0,1,5,1,1125,0,1,,,,,,,,0,flexible,1420.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4+ years,1695.0
244,6550407,within an hour,100%,1,1,1,Bury District,Other,Entire home/apt,3,1.0,0.0,2.0,32,300,15,2,15,1,1125,65,186,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1414.0,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4+ years,50.0
245,6574274,within a few hours,100%,0,2,1,Chorlton,House,Private room,1,2.0,1.0,1.0,35,0,0,1,15,1,90,86,14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1413.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,152.0
246,6581958,within an hour,50-89%,0,1,1,Bury District,House,Private room,2,1.0,1.0,2.0,40,3867,10,1,20,2,3,43,4,95-100/100,10/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1423.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4+ years,315.0
247,6612375,within an hour,100%,0,1,0,Oldham District,House,Entire home/apt,4,1.0,1.0,1.0,75,0,0,2,8,1,1125,63,259,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,1410.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4+ years,38.0
