,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
923,16847757,2016-04-27,within an hour,100%,1,15,0,Tameside District,Other,Entire home/apt,8,1.0,3.0,1.0,69,,0,1,0,2,14,0,4,2017-02-17,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,0,flexible,1077.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2-3 years,282.0
924,16851613,2014-10-19,within an hour,100%,1,1,1,Hulme,Apartment,Entire home/apt,2,1.5,1.0,1.0,80,$0.00,10,1,0,2,30,51,38,2017-02-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1633.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,36.0
925,16870187,2014-07-07,within an hour,100%,1,7,1,Ancoats and Clayton,House,Private room,2,1.0,1.0,1.0,15,$0.00,10,1,10,28,85,11,33,2017-02-11,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,1737.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,109.0
926,16871053,2014-07-07,within an hour,100%,1,7,1,Miles Platting and Newton Heath,House,Private room,2,1.0,1.0,1.0,10,$0.00,10,1,10,28,85,90,40,2017-03-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1737.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,101.0
927,16879520,2016-07-11,within a few hours,100%,1,5,0,Northenden,House,Private room,2,1.0,1.0,1.0,45,,10,1,0,1,4,81,22,2017-03-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1002.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,160.0
928,16888795,2016-01-31,within an hour,90-99%,1,5,1,Bradford,Apartment,Entire home/apt,4,1.0,2.0,2.0,69,$150.00,25,2,15,1,60,88,353,2017-01-28,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,1164.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,50.0
929,16893223,2011-05-05,within an hour,50-89%,1,1,1,Trafford District,House,Private room,2,1.5,1.0,1.0,50,$0.00,0,2,18,2,14,58,100,2017-04-02,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,flexible,2896.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2-3 years,43.0
930,16895514,2016-02-08,within an hour,100%,1,1,1,Withington,House,Entire home/apt,2,1.0,1.0,1.0,79,$175.00,30,1,0,2,1125,83,41,2017-06-09,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,1156.0,,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,141.0
931,16924656,2016-06-09,unknown,unknown,0,3,1,City Centre,Apartment,Entire home/apt,4,2.0,2.0,2.0,99,$150.00,0,2,9,3,90,0,4,2017-06-07,80-94/100,9/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1034.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,227.0
932,16925095,2016-10-06,within an hour,100%,1,13,0,Salford District,House,Private room,1,1.0,1.0,1.0,15,$0.00,10,1,5,1,14,87,133,2017-02-10,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,915.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,42.0
933,16929260,2017-01-24,unknown,unknown,0,1,0,Cheetham,House,Private room,1,1.0,1.0,1.0,35,$100.00,0,1,0,3,1125,0,0,,nan,nan,nan,nan,nan,nan,nan,1,strict_14_with_grace_period,805.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
934,16960753,2017-01-26,within an hour,100%,1,2,0,Bradford,House,Private room,2,1.0,1.0,2.0,28,$0.00,0,1,0,1,1125,3,51,2017-02-11,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,803.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,79.0
935,16963662,2016-12-16,unknown,unknown,0,4,0,Salford District,Apartment,Private room,2,1.0,1.0,1.0,35,,0,1,0,1,1125,0,23,2017-01-30,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,1,moderate,844.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,639.0
936,16974246,2014-02-25,within a few hours,100%,1,1,0,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,1.0,40,$250.00,0,1,5,1,1,1,35,2017-02-26,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1869.0,,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,43.0
937,16975259,2017-01-26,within an hour,100%,1,2,0,Bradford,House,Private room,1,1.0,1.0,1.0,20,,0,1,0,1,1125,0,121,2017-02-03,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,803.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,79.0
938,16978222,2012-02-03,within an hour,100%,1,8,1,Ancoats and Clayton,Apartment,Entire home/apt,2,1.5,1.0,1.0,72,$80.00,16,2,10,7,1000,85,38,2017-02-18,80-94/100,10/10,10/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,2622.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,50.0
939,16980675,2015-05-31,within an hour,100%,1,2,1,Rusholme,House,Private room,2,1.5,1.0,1.0,50,$0.00,20,1,10,1,90,39,46,2017-04-16,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,1409.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,101.0
940,16982962,2017-01-28,unknown,unknown,1,1,0,Woodhouse Park,House,Private room,2,1.0,1.0,1.0,28,,0,1,10,14,31,89,57,2017-02-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,801.0,,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2-3 years,319.0
941,16995155,2012-07-28,within an hour,100%,0,1,0,Levenshulme,House,Private room,2,1.5,1.0,1.0,30,$80.00,10,1,0,1,6,30,8,2017-02-14,80-94/100,10/10,0-8/10,9/10,10/10,10/10,0-8/10,0,moderate,2446.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,360.0
942,16995342,2017-01-29,within an hour,100%,0,1,0,Woodhouse Park,House,Private room,2,1.0,1.0,1.0,45,,7,1,20,3,1125,89,33,2017-04-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,800.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,205.0
943,17002675,2015-12-20,within an hour,100%,0,3,1,Ardwick,House,Entire home/apt,3,1.5,2.0,2.0,60,,0,1,0,1,7,12,66,2017-02-18,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,moderate,1206.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,72.0
944,17012634,2017-01-30,within an hour,100%,0,1,0,Salford District,House,Entire home/apt,6,1.5,5.0,7.0,325,$300.00,50,4,32,1,90,80,14,2017-05-28,80-94/100,9/10,0-8/10,10/10,10/10,0-8/10,0-8/10,0,moderate,799.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,505.0
945,17020668,2014-04-16,within an hour,90-99%,0,37,1,Rusholme,House,Entire home/apt,6,1.0,2.0,3.0,75,,35,2,17,2,1125,85,96,2017-02-12,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,1,moderate,1819.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,56.0
946,17092300,2015-11-09,within an hour,100%,1,3,1,Trafford District,House,Private room,1,1.0,1.0,1.0,15,,8,1,0,1,15,32,91,2017-02-26,80-94/100,10/10,9/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1247.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,47.0
947,17102550,2012-07-17,unknown,unknown,0,1,0,Longsight,House,Private room,2,1.5,1.0,1.0,16,$0.00,10,1,15,1,32,0,45,2017-02-07,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,strict_14_with_grace_period,2457.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,910.0
948,17119599,2017-02-05,within an hour,50-89%,1,3,0,Tameside District,Apartment,Entire home/apt,5,1.0,3.0,5.0,75,$100.00,0,2,20,2,89,67,72,2017-03-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,793.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2-3 years,112.0
949,17127814,2015-06-23,unknown,unknown,0,1,1,Moss Side,House,Private room,2,1.0,1.0,1.0,22,$0.00,0,1,8,1,6,0,36,2017-02-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1386.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,603.0
950,17137965,2012-08-12,within a few hours,100%,1,3,0,Chorlton Park,Apartment,Private room,2,1.0,1.0,1.0,26,$100.00,15,1,10,1,1125,0,42,2017-05-19,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2431.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,60.0
951,17149896,2017-02-07,within an hour,100%,0,1,0,Salford District,House,Entire home/apt,8,1.0,3.0,3.0,130,$200.00,30,6,10,2,1125,12,24,2017-07-17,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,791.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2-3 years,109.0
952,17151072,2016-02-07,within an hour,90-99%,0,6,1,Salford District,Apartment,Entire home/apt,8,2.0,2.0,4.0,99,$150.00,45,2,15,1,1125,85,102,2017-03-19,80-94/100,10/10,10/10,9/10,9/10,10/10,9/10,1,strict_14_with_grace_period,1157.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,50.0
953,17153210,2017-02-07,unknown,unknown,0,2,0,Stockport District,Other,Private room,1,1.0,1.0,1.0,50,,0,1,0,2,21,87,7,2017-11-29,80-94/100,9/10,9/10,10/10,9/10,9/10,9/10,1,strict_14_with_grace_period,791.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2-3 years,663.0
954,17156366,2017-02-01,within an hour,100%,1,1,1,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,120,$250.00,25,1,0,1,120,80,107,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,797.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,43.0
955,17183475,2015-12-05,within a few hours,100%,0,8,0,Bolton District,Apartment,Entire home/apt,4,1.0,1.0,2.0,85,$0.00,35,1,10,1,1125,80,2,2018-04-22,0-79/100,9/10,10/10,0-8/10,0-8/10,9/10,0-8/10,1,strict_14_with_grace_period,1221.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1-2 years,611.0
956,17184898,2015-04-28,unknown,unknown,0,1,1,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,2.0,34,$0.00,8,1,10,1,1125,0,140,2017-02-12,80-94/100,9/10,0-8/10,9/10,9/10,10/10,0-8/10,1,strict_14_with_grace_period,1442.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,267.0
957,17189540,2016-05-26,within an hour,100%,0,8,1,Burnage,Apartment,Entire home/apt,5,1.0,2.0,2.0,220,$275.00,55,2,11,1,365,76,5,2017-02-17,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,1048.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,307.0
958,17209448,2014-03-20,unknown,unknown,0,2,0,Rochdale District,House,Shared room,2,2.0,1.0,4.0,59,,10,1,59,1,30,90,0,,nan,nan,nan,nan,nan,nan,nan,1,flexible,1846.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,
959,17217466,2016-03-08,within an hour,90-99%,1,8,1,Didsbury West,Apartment,Entire home/apt,2,1.0,1.0,1.0,54,,0,1,0,3,1125,41,26,2017-04-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1127.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2-3 years,54.0
960,17220210,2016-05-21,within an hour,100%,1,1,0,Salford District,House,Private room,2,1.0,1.0,1.0,25,$100.00,5,1,10,1,1125,75,28,2017-09-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1053.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,69.0
961,17233687,2016-04-13,within a few hours,100%,1,5,1,Didsbury West,Apartment,Entire home/apt,4,1.0,1.0,1.0,140,$0.00,35,2,15,1,90,66,40,2017-02-17,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1091.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2-3 years,136.0
962,17244882,2016-04-09,unknown,unknown,0,1,1,Salford District,House,Private room,1,1.0,1.0,1.0,25,,0,1,0,1,1125,0,2,2017-04-17,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,moderate,1095.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,871.0
963,17251791,2012-03-18,unknown,unknown,0,1,0,Ardwick,House,Private room,2,1.0,1.0,1.0,34,$80.00,15,1,25,1,1125,34,32,2017-07-07,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,strict_14_with_grace_period,2578.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,138.0
964,17261329,2017-02-14,within an hour,100%,0,19,0,Bury District,Apartment,Entire home/apt,8,2.0,4.0,4.0,75,$250.00,115,1,0,2,548,68,100,2017-01-02,80-94/100,9/10,9/10,9/10,9/10,9/10,9/10,1,moderate,784.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2-3 years,63.0
965,17273825,2014-02-24,within an hour,100%,1,2,1,Trafford District,Other,Entire home/apt,6,2.5,2.0,2.0,79,$500.00,28,2,15,2,1125,78,69,2017-02-25,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1870.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2-3 years,57.0
966,17281969,2016-03-29,within an hour,100%,1,1,0,Bury District,House,Private room,2,1.0,1.0,1.0,25,$0.00,8,1,5,1,30,10,110,2017-05-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,1106.0,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,67.0
967,17300984,2014-09-02,within a few hours,100%,1,2,0,Charlestown,House,Private room,4,1.0,1.0,2.0,25,,0,1,12,1,90,0,0,,nan,nan,nan,nan,nan,nan,nan,0,strict_14_with_grace_period,1680.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,nan,
968,17317427,2017-02-17,within an hour,100%,0,3,1,Gorton North,Apartment,Entire home/apt,4,1.0,1.0,2.0,75,$100.00,0,4,20,1,1125,78,28,2017-04-02,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,0,moderate,781.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2-3 years,132.0
969,17330890,2017-02-05,within an hour,50-89%,1,3,0,Tameside District,House,Entire home/apt,16,2.0,5.0,8.0,99,$200.00,0,2,40,2,89,77,27,2017-04-30,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,1,moderate,793.0,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,141.0
970,17331417,2014-11-17,within a day,50-89%,0,1,0,Hulme,Apartment,Private room,2,1.0,1.0,1.0,39,,0,1,6,2,200,88,95,2017-02-26,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,0,strict_14_with_grace_period,1604.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,141.0
971,17332016,2017-02-18,within an hour,100%,0,1,0,City Centre,Apartment,Entire home/apt,2,1.0,1.0,1.0,55,$200.00,15,1,0,2,62,47,132,2017-02-26,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,780.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2-3 years,36.0
972,17340860,2016-07-11,within an hour,100%,0,3,1,City Centre,Apartment,Entire home/apt,7,2.0,3.0,4.0,200,$100.00,30,5,10,1,7,15,19,2017-03-05,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,0,strict_14_with_grace_period,1002.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,967.0
973,17342620,2017-02-19,within an hour,50-89%,0,3,1,Miles Platting and Newton Heath,House,Private room,2,1.5,1.0,1.0,13,$0.00,10,1,10,28,85,11,2,2017-05-31,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,779.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,484.0
974,17343237,2016-12-08,within an hour,100%,0,3,0,Moss Side,Apartment,Private room,2,1.5,1.0,1.0,20,$150.00,20,1,12,7,1125,2,81,2017-03-25,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,38.0
975,17380399,2013-02-03,within an hour,50-89%,0,53,1,City Centre,Apartment,Private room,8,2.0,2.0,6.0,200,$300.00,45,2,35,1,1125,88,7,2017-09-24,80-94/100,9/10,0-8/10,9/10,9/10,10/10,0-8/10,0,strict_14_with_grace_period,2256.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,57.0
976,17380844,2017-02-13,unknown,unknown,0,1,0,Wigan District,House,Private room,2,1.0,1.0,1.0,25,$400.00,0,1,0,90,1125,0,5,2017-04-28,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,785.0,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2-3 years,967.0
977,17384214,2015-10-16,unknown,unknown,0,2,0,Moss Side,Other,Entire home/apt,2,2.0,1.0,1.0,50,,0,1,0,1,28,0,4,2017-02-26,80-94/100,10/10,10/10,10/10,10/10,9/10,10/10,1,flexible,1271.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1137.0
978,17389256,2015-04-21,within an hour,50-89%,0,15,0,Miles Platting and Newton Heath,House,Entire home/apt,6,1.0,2.0,3.0,90,$200.00,50,6,0,1,365,81,44,2017-03-16,80-94/100,9/10,9/10,9/10,10/10,9/10,9/10,1,strict_14_with_grace_period,1449.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,49.0
979,17389419,2016-08-30,within an hour,100%,1,2,1,Stockport District,House,Private room,2,1.0,1.0,1.0,30,$0.00,10,1,10,1,60,6,37,2017-08-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,952.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,58.0
980,17392329,2013-02-03,within an hour,50-89%,0,53,1,Whalley Range,House,Private room,16,2.5,3.0,13.0,100,$300.00,60,3,25,3,1125,72,0,,nan,nan,nan,nan,nan,nan,nan,0,moderate,2256.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,nan,
981,17393129,2015-10-14,within an hour,100%,1,1,0,Stockport District,House,Private room,2,1.0,1.0,2.0,46,,0,1,0,1,28,86,20,2017-04-07,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1273.0,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,57.0
982,17405127,2017-02-22,within an hour,50-89%,0,1,0,Hulme,Apartment,Private room,1,1.0,1.0,1.0,25,,0,1,0,2,180,82,53,2017-04-02,80-94/100,10/10,9/10,9/10,10/10,9/10,9/10,0,flexible,776.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,40.0
983,17431004,2016-12-09,within an hour,100%,0,5,0,Wigan District,House,Entire home/apt,6,1.0,2.0,5.0,75,,19,1,10,2,1125,76,2,2017-06-12,0-79/100,0-8/10,9/10,9/10,9/10,0-8/10,0-8/10,1,moderate,851.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2-3 years,1008.0
984,17431956,2016-02-21,within an hour,100%,1,1,1,Stockport District,House,Private room,2,1.5,1.0,1.0,30,$0.00,0,1,7,1,10,57,80,2017-03-26,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,flexible,1143.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,43.0
985,17434606,2013-06-24,within an hour,100%,1,1,0,Tameside District,House,Entire home/apt,4,1.0,2.0,3.0,62,$0.00,15,2,10,1,1125,57,90,2018-04-08,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2115.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2-3 years,43.0
986,17442040,2014-07-26,within an hour,100%,1,1,1,Bradford,House,Private room,2,1.5,1.0,1.0,17,,10,1,20,1,14,40,58,2017-04-02,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,1718.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,122.0
987,17444033,2014-06-23,within an hour,100%,0,7,0,Trafford District,Other,Entire home/apt,2,1.0,1.0,1.0,79,,0,3,0,2,365,2,28,2017-04-03,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1751.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2-3 years,55.0
