,id,host_since,host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_90,number_of_reviews,first_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,host_days_active,check_in_24h,air_conditioning,balcony,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,pets_allowed,private_entrance,self_check_in,time_since_first_review,time_since_last_review
857,16170956,2016-05-31,within an hour,100%,0,1,0,Stockport District,House,Entire home/apt,6,1.0,2.0,4.0,53,$0.00,0,1,0,2,180,47,86,2017-01-08,80-94/100,10/10,0-8/10,10/10,10/10,10/10,10/10,0,moderate,1043.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2-3 years,53.0
858,16171607,2016-11-26,unknown,unknown,0,1,0,Rochdale District,House,Private room,1,1.0,1.0,1.0,43,,0,1,0,1,1125,89,1,2016-12-10,95-100/100,10/10,10/10,0-8/10,10/10,0-8/10,10/10,0,flexible,864.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,1227.0
859,16177549,2016-10-21,within a few hours,100%,0,2,1,Ardwick,House,Private room,1,1.0,1.0,1.0,30,$200.00,20,1,20,6,1125,45,31,2016-12-08,95-100/100,10/10,9/10,9/10,10/10,10/10,10/10,0,moderate,900.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,213.0
860,16181660,2014-03-03,within a few hours,100%,0,1,0,Old Moat,House,Entire home/apt,8,1.5,4.0,4.0,150,$0.00,5,1,0,1,21,23,47,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1863.0,,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,43.0
861,16182929,2016-11-30,within an hour,50-89%,1,2,0,Salford District,Apartment,Entire home/apt,2,1.0,0.0,1.0,120,$0.00,0,2,15,2,1125,85,41,2018-04-08,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,860.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,57.0
862,16184022,2016-11-30,within an hour,50-89%,1,2,0,Salford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,144,$0.00,0,1,15,2,1125,87,21,2018-04-29,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,860.0,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1-2 years,92.0
863,16186048,2016-06-06,within an hour,90-99%,0,10,1,Ancoats and Clayton,Apartment,Entire home/apt,4,1.0,1.0,1.0,90,$0.00,25,1,55,1,1125,0,28,2016-12-11,80-94/100,9/10,9/10,10/10,9/10,10/10,0-8/10,1,strict_14_with_grace_period,1037.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,247.0
864,16201401,2015-12-06,within an hour,100%,1,3,1,Trafford District,Apartment,Entire home/apt,4,2.0,2.0,2.0,88,$0.00,20,1,0,2,1125,39,74,2016-12-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1220.0,1.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,71.0
865,16214631,2016-02-06,within an hour,50-89%,0,11,0,Wigan District,House,Entire home/apt,5,1.5,2.0,5.0,85,$0.00,30,5,0,3,199,24,5,2016-12-16,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,1158.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2-3 years,432.0
866,16215000,2015-12-12,within an hour,100%,0,4,0,Longsight,House,Shared room,1,1.0,1.0,1.0,20,$0.00,15,1,20,1,1125,86,25,2017-02-01,80-94/100,0-8/10,0-8/10,10/10,9/10,10/10,9/10,1,moderate,1214.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,225.0
867,16225295,2014-04-12,within an hour,100%,1,4,1,Moss Side,House,Private room,3,1.0,1.0,2.0,80,$250.00,10,1,20,2,1125,0,15,2017-02-09,80-94/100,9/10,9/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,1823.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2-3 years,581.0
868,16226017,2015-06-21,unknown,unknown,0,1,0,Trafford District,House,Private room,1,2.0,1.0,1.0,30,,0,1,0,2,1125,84,10,2017-04-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1388.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,134.0
869,16226639,2016-04-27,within an hour,100%,1,15,0,Tameside District,Other,Entire home/apt,8,1.0,3.0,4.0,86,$100.00,16,1,0,2,14,59,81,2017-01-02,95-100/100,10/10,9/10,10/10,10/10,9/10,10/10,1,moderate,1077.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2-3 years,78.0
870,16227072,2016-12-03,unknown,unknown,0,1,0,Bolton District,House,Private room,2,1.0,1.0,2.0,22,,0,1,8,1,1125,90,25,2017-04-02,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,857.0,,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,582.0
871,16235321,2015-12-12,within an hour,100%,0,4,0,Longsight,House,Shared room,2,1.0,1.0,2.0,20,,15,1,18,1,1125,19,16,2016-12-11,80-94/100,9/10,9/10,10/10,10/10,9/10,0-8/10,1,moderate,1214.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,176.0
872,16252137,2016-12-05,within an hour,100%,1,1,0,Rusholme,Apartment,Private room,2,1.0,1.0,1.0,27,$0.00,0,1,0,1,1125,34,272,2017-06-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,855.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,49.0
873,16263073,2016-12-06,within a few hours,100%,1,1,0,Oldham District,House,Entire home/apt,3,3.0,2.0,3.0,68,,15,1,0,2,30,0,56,2017-04-21,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,854.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,42.0
874,16283109,2013-11-18,unknown,unknown,0,1,1,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,1.0,40,$150.00,10,1,8,1,40,0,22,2017-04-30,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1968.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,958.0
875,16285234,2016-12-07,unknown,unknown,1,1,0,Gorton North,House,Private room,2,1.5,1.0,1.0,25,,5,1,10,1,90,0,197,2016-12-16,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,strict_14_with_grace_period,853.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,251.0
876,16289226,2013-05-10,within an hour,100%,1,5,1,Gorton North,House,Entire home/apt,4,1.0,2.0,2.0,73,$100.00,14,2,12,2,180,58,120,2017-01-02,95-100/100,10/10,9/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2160.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2-3 years,38.0
877,16294288,2016-12-08,unknown,unknown,0,2,1,Bradford,House,Entire home/apt,8,4.5,4.0,4.0,120,,0,6,10,2,32,0,82,2016-12-11,80-94/100,9/10,9/10,10/10,9/10,9/10,9/10,1,moderate,852.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,315.0
878,16294303,2016-12-08,within an hour,100%,0,3,0,Moss Side,Apartment,Private room,2,1.5,1.0,1.0,16,$150.00,20,1,12,14,1125,0,27,2017-06-30,80-94/100,9/10,0-8/10,10/10,9/10,9/10,9/10,0,strict_14_with_grace_period,852.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,248.0
879,16301090,2016-12-08,unknown,unknown,0,1,0,Ardwick,Apartment,Entire home/apt,4,1.0,2.0,2.0,55,$80.00,5,1,10,2,1125,0,7,2016-12-09,0-79/100,0-8/10,0-8/10,10/10,9/10,9/10,0-8/10,1,strict_14_with_grace_period,852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1177.0
880,16305696,2016-11-22,within a day,100%,0,1,1,Ancoats and Clayton,Apartment,Entire home/apt,4,1.0,2.0,3.0,120,$80.00,0,2,10,4,15,0,47,2016-12-18,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,868.0,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2-3 years,679.0
881,16335410,2016-12-11,unknown,unknown,0,1,0,Tameside District,Apartment,Private room,1,1.0,1.0,1.0,45,,0,1,0,2,5,89,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,849.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,
882,16341923,2013-07-21,unknown,unknown,0,1,1,Withington,House,Private room,1,1.0,1.0,1.0,31,,0,1,5,200,1000,0,2,2017-02-22,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2088.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,964.0
883,16351002,2015-10-31,unknown,unknown,0,1,0,Harpurhey,House,Private room,2,1.0,1.0,1.0,25,,0,1,0,2,1125,0,7,2016-12-20,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,1,moderate,1256.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1176.0
884,16358211,2016-12-10,unknown,unknown,0,1,0,Stockport District,House,Private room,1,1.0,1.0,1.0,44,,0,1,0,2,1125,89,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,
885,16361812,2016-12-10,unknown,unknown,0,1,0,Oldham District,House,Private room,1,1.0,1.0,1.0,45,,0,1,0,2,3,89,1,2017-03-05,95-100/100,10/10,10/10,10/10,10/10,0-8/10,0-8/10,0,flexible,850.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2-3 years,1142.0
886,16373844,2016-12-14,within an hour,100%,0,2,0,Ardwick,Apartment,Entire home/apt,2,1.0,1.0,1.0,51,$0.00,20,1,5,2,1125,70,160,2017-03-03,80-94/100,9/10,9/10,10/10,9/10,9/10,9/10,1,strict_14_with_grace_period,846.0,1.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,50.0
887,16374683,2016-12-14,within an hour,100%,1,1,0,Salford District,House,Private room,2,1.0,1.0,1.0,39,,0,2,15,1,21,82,92,2017-01-24,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,strict_14_with_grace_period,846.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,111.0
888,16382439,2016-11-08,within an hour,100%,0,2,0,Ancoats and Clayton,Apartment,Entire home/apt,7,1.0,2.0,2.0,74,$150.00,25,6,20,1,1125,0,87,2017-01-01,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,882.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2-3 years,92.0
889,16386703,2015-03-02,unknown,unknown,0,1,0,City Centre,House,Private room,2,1.5,1.0,1.0,48,,0,1,5,1,7,0,0,,nan,nan,nan,nan,nan,nan,nan,0,flexible,1499.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
890,16402279,2016-12-16,unknown,unknown,0,4,0,Salford District,Apartment,Private room,2,1.0,1.0,1.0,30,,0,1,0,1,1125,0,3,2016-12-27,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,844.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1142.0
891,16427749,2016-12-18,unknown,unknown,0,1,1,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,1.0,40,$80.00,15,1,0,1,1125,0,103,2017-04-05,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,1,strict_14_with_grace_period,842.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,616.0
892,16435110,2013-09-25,within an hour,100%,0,3,0,Trafford District,Apartment,Private room,2,2.0,1.0,6.0,28,$500.00,15,1,15,1,60,45,5,2017-01-13,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,2022.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2-3 years,280.0
893,16451778,2016-12-20,within a few hours,50-89%,0,7,1,Salford District,Apartment,Entire home/apt,4,2.5,2.0,2.0,100,$0.00,25,1,0,1,28,59,182,2017-01-26,80-94/100,9/10,9/10,9/10,9/10,10/10,9/10,1,flexible,840.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,85.0
894,16457663,2016-12-20,within an hour,50-89%,0,7,0,Ancoats and Clayton,Apartment,Private room,2,1.0,1.0,1.0,49,$200.00,10,1,20,1,1125,0,187,2016-12-30,80-94/100,9/10,9/10,9/10,10/10,10/10,9/10,1,strict_14_with_grace_period,840.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,52.0
895,16473758,2012-07-17,within an hour,100%,1,1,1,Ancoats and Clayton,Other,Entire home/apt,3,1.0,1.0,2.0,77,$150.00,20,2,20,1,100000000,42,539,2017-04-02,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,2457.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2-3 years,46.0
896,16512586,2015-12-05,within an hour,100%,0,1,0,Ancoats and Clayton,Apartment,Entire home/apt,5,2.0,2.0,3.0,71,$100.00,35,2,22,1,100,69,209,2017-01-22,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1221.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2-3 years,39.0
897,16529285,2016-12-27,within an hour,100%,1,1,0,Trafford District,House,Private room,2,1.0,1.0,1.0,30,,0,1,10,1,1125,42,131,2017-04-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,833.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2-3 years,40.0
898,16530664,2016-12-27,unknown,unknown,0,1,0,Stockport District,Other,Private room,2,1.0,1.0,1.0,45,,0,1,15,1,26,89,1,2017-02-28,95-100/100,10/10,0-8/10,10/10,10/10,10/10,10/10,0,flexible,833.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,1147.0
899,16531283,2016-04-28,within an hour,100%,1,2,0,Wigan District,House,Private room,2,1.0,1.0,1.0,20,,0,1,5,1,1125,66,100,2017-01-05,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1076.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2-3 years,45.0
900,16539465,2016-04-28,within an hour,100%,1,2,0,Wigan District,House,Private room,1,1.0,1.0,1.0,17,,0,1,0,1,1125,59,90,2017-01-12,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1076.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2-3 years,44.0
901,16550099,2016-12-08,unknown,unknown,0,2,1,Bradford,House,Entire home/apt,10,2.5,4.0,4.0,450,$0.00,20,9,20,2,60,0,11,2017-02-20,80-94/100,0-8/10,0-8/10,10/10,9/10,9/10,9/10,1,moderate,852.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,225.0
902,16554794,2016-12-29,unknown,unknown,0,1,0,Ancoats and Clayton,Other,Entire home/apt,4,1.0,1.0,2.0,75,$150.00,0,1,0,1,1,0,0,,nan,nan,nan,nan,nan,nan,nan,1,flexible,831.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
903,16570564,2014-08-31,a few days or more,0-49%,0,2,1,Salford District,Apartment,Entire home/apt,4,2.5,2.0,2.0,350,$350.00,0,1,0,2,1125,90,2,2017-02-27,95-100/100,10/10,10/10,10/10,10/10,9/10,10/10,0,flexible,1682.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2-3 years,791.0
904,16581382,2015-11-30,unknown,unknown,0,2,1,Moss Side,Apartment,Private room,2,1.0,1.0,1.0,16,$150.00,5,2,5,1,1125,0,22,2017-01-18,80-94/100,9/10,9/10,9/10,10/10,0-8/10,9/10,1,strict_14_with_grace_period,1226.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,952.0
905,16592198,2014-04-16,unknown,unknown,0,1,1,Trafford District,House,Private room,2,1.0,1.0,1.0,25,$0.00,5,1,0,1,1125,0,100,2017-01-21,80-94/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1819.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,148.0
906,16597589,2015-12-20,within an hour,100%,0,3,1,Ardwick,House,Private room,1,1.5,1.0,1.0,20,,0,1,0,1,6,61,225,2017-01-16,80-94/100,10/10,9/10,10/10,10/10,9/10,9/10,0,moderate,1206.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,36.0
907,16614270,2016-05-26,unknown,unknown,0,1,1,Salford District,House,Private room,2,1.0,0.0,1.0,40,,0,1,0,1,30,0,0,,nan,nan,nan,nan,nan,nan,nan,1,flexible,1048.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,
908,16615604,2017-01-03,unknown,unknown,0,1,1,Hulme,Apartment,Private room,2,1.0,1.0,1.0,35,$150.00,5,1,10,1,21,0,23,2017-01-16,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,826.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,494.0
909,16626144,2015-09-02,within an hour,50-89%,1,1,1,Stockport District,Other,Entire home/apt,2,1.5,1.0,2.0,51,,0,1,10,1,1125,69,118,2017-01-14,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,1315.0,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2-3 years,64.0
910,16679984,2016-03-22,within a day,100%,0,1,1,City Centre,Apartment,Private room,1,1.0,1.0,1.0,30,$100.00,20,1,15,2,1125,80,65,2017-02-05,80-94/100,9/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,1113.0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2-3 years,133.0
911,16682465,2016-01-29,within a day,50-89%,1,2,1,Salford District,House,Private room,2,1.0,1.0,1.0,40,,10,2,15,1,90,0,19,2017-04-04,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1166.0,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2-3 years,218.0
912,16712511,2016-10-06,within an hour,100%,1,13,0,Salford District,House,Private room,1,1.0,1.0,1.0,16,$0.00,7,1,0,1,14,72,142,2017-01-21,95-100/100,10/10,10/10,10/10,10/10,9/10,9/10,1,strict_14_with_grace_period,915.0,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2-3 years,39.0
913,16777291,2016-02-19,within a few hours,100%,0,2,1,Didsbury East,House,Private room,2,1.0,1.0,1.0,35,,0,1,0,2,6,72,15,2017-04-12,95-100/100,10/10,10/10,10/10,10/10,10/10,9/10,0,moderate,1145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,288.0
914,16777960,2017-01-14,unknown,unknown,0,1,0,Trafford District,Apartment,Entire home/apt,2,1.0,1.0,1.0,54,,0,1,0,1,59,0,1,2017-01-23,nan,nan,nan,nan,nan,nan,nan,0,flexible,815.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2-3 years,1183.0
915,16786704,2013-02-15,within an hour,100%,1,1,1,Salford District,Apartment,Entire home/apt,6,1.0,2.0,2.0,65,$100.00,35,1,15,2,32,56,69,2017-02-10,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,2244.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2-3 years,39.0
916,16791535,2016-02-19,within a few hours,100%,0,2,1,Withington,House,Private room,1,1.0,1.0,1.0,25,,0,1,0,2,6,80,21,2017-02-26,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,moderate,1145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,161.0
917,16795121,2012-07-23,within an hour,100%,1,3,0,Didsbury West,House,Private room,2,1.0,1.0,1.0,33,,0,1,8,1,90,26,181,2017-02-02,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,1,moderate,2451.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2-3 years,42.0
918,16805640,2015-05-07,within an hour,100%,1,1,1,Wigan District,Apartment,Entire home/apt,3,1.0,2.0,2.0,60,$0.00,20,2,0,2,14,61,72,2017-03-11,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1433.0,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2-3 years,37.0
919,16815895,2016-12-20,within a few hours,50-89%,0,7,1,Salford District,Apartment,Entire home/apt,6,2.0,2.0,3.0,150,$0.00,25,4,20,12,28,79,63,2017-03-16,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,strict_14_with_grace_period,840.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2-3 years,414.0
920,16818085,2016-03-08,within an hour,90-99%,1,8,1,Didsbury West,Other,Entire home/apt,4,2.0,2.0,2.0,66,,20,2,6,3,1125,41,58,2017-01-26,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,strict_14_with_grace_period,1127.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2-3 years,63.0
921,16820497,2015-11-06,unknown,unknown,0,1,0,City Centre,Apartment,Entire home/apt,4,2.0,2.0,2.0,200,$350.00,29,1,0,2,12,90,14,2017-03-15,95-100/100,10/10,10/10,10/10,10/10,10/10,10/10,0,flexible,1250.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2-3 years,143.0
922,16822740,2016-08-17,within an hour,100%,0,1,0,Ancoats and Clayton,Apartment,Entire home/apt,4,2.0,2.0,2.0,66,$0.00,0,1,0,1,1125,6,47,2017-02-19,80-94/100,10/10,9/10,10/10,10/10,10/10,9/10,0,moderate,965.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2-3 years,35.0
