,reviews_scores_accuracy,allows_children,allows_infants,allows_pets,reviews_scores_avg_rating,bathrooms,bedrooms,beds,can_instant_book,cancel_policy,reviews_scores_checkin,city,cleaning_fee,reviews_scores_cleanliness,reviews_scores_communication,host_verified,id,is_business_travel_ready,is_new_listing,is_super_host,listing_url,reviews_scores_location,max_nights,min_nights,monthly_price_factor,person_capacity,picture_count,price_string,property_type_id,response_rate,response_time,review_count,reviews_scores_rating,reviews_count,room_type,reviews_scores_star,reviews_scores_value,visible_review_count,weekly_price_factor,extra_people,security,air_conditioning,balcony,nature_and_views,bed_linen,tv,coffee_machine,cooking_basics,white_goods,elevator,child_friendly,parking,outdoor_space,host_greeting,internet,long_term_stays,private_entrance,member_since,paikkakunnat
110,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,13,9/10,10/10,0,32969952,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/32969952?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,3,35,104,1.0,100%,within an hour,62.0,80-94/100,51,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.9,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2015-12-01,Ullanlinna
111,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,5831765,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/5831765?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,4,9,138,1.0,100%,within an hour,62.0,80-94/100,55,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.9,16,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2014-06-01,Kluuvi
112,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,2.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,35106534,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/35106534?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,14,1,1.0,2,11,77,1.0,100%,within an hour,62.0,80-94/100,45,Entire home/apt,4.5-5.0/5.0,9/10,62.0,1.0,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2016-04-01,Etelä-Haaga
113,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,0.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,43,9/10,10/10,0,26629536,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/26629536?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,8,30,167,1.0,100%,within an hour,62.0,80-94/100,144,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.0,33,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2017-10-01,Kluuvi
114,9/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,7,9/10,10/10,0,41005759,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41005759?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,6,66,1.0,100%,within an hour,62.0,80-94/100,2,Private room,nan,9/10,62.0,0.0,8,434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2019-12-01,Etu-Töölö
115,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,0,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,37489336,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/37489336?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,4,17,88,1.0,100%,within an hour,62.0,80-94/100,17,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.85,16,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2019-07-01,Harju
116,9/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,16,9/10,10/10,0,40478353,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/40478353?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,7,1,0.0,2,10,35,38.0,50-89%,within a few hours,62.0,80-94/100,2,Private room,nan,9/10,62.0,0.0,11,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2015-12-01,Patola
117,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,40571070,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/40571070?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,4,7,115,1.0,100%,within an hour,62.0,80-94/100,5,Entire home/apt,4.5-5.0/5.0,9/10,62.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Kamppi
118,9/10,1.0,1.0,0.0,3.6-4.4/5.0,2.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,27872139,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/27872139?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,1,31,76,2.0,100%,within a few hours,62.0,80-94/100,19,Private room,3.6-4.4/5.0,9/10,62.0,0.95,0,326,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2014-04-01,Kuusisaari
119,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,0.0,1.0,0,CANCEL_MODERATE,9/10,Helsinki,16,9/10,10/10,0,31302917,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/31302917?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,6,78,1.0,50-89%,within a day,62.0,80-94/100,63,Entire home/apt,3.6-4.4/5.0,9/10,62.0,0.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-01,Kamppi
120,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,21493943,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/21493943?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,2,10,109,1.0,100%,within an hour,62.0,80-94/100,25,Entire home/apt,3.6-4.4/5.0,9/10,62.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-05-01,Punavuori
121,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,16,9/10,10/10,0,28811855,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/28811855?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.82,3,9,80,1.0,100%,within an hour,62.0,80-94/100,71,Private room,3.6-4.4/5.0,9/10,62.0,0.87,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-11-01,Kamppi
122,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,10/10,9/10,0,42959628,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/42959628?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,6,26,40.0,100%,within an hour,55.0,95-100/100,0,Private room,nan,9/10,55.0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2020-03-01,Itä-Pasila
123,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,3.0,7.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,53,10/10,9/10,0,16781278,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/16781278?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,28,1,0.7,8,27,177,1.0,100%,within an hour,55.0,95-100/100,180,Entire home/apt,3.6-4.4/5.0,9/10,55.0,0.85,16,109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-06-01,Etu-Töölö
124,10/10,1.0,1.0,0.0,3.6-4.4/5.0,1.5,1.0,0.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,22,10/10,9/10,0,41546063,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41546063?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,30,1,0.98,2,4,76,1.0,50-89%,within a few hours,55.0,95-100/100,9,Entire home/apt,3.6-4.4/5.0,9/10,55.0,0.98,11,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2015-12-01,Harju
125,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,22,10/10,9/10,0,38829138,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/38829138?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.95,3,15,89,1.0,100%,within an hour,55.0,95-100/100,20,Entire home/apt,4.5-5.0/5.0,9/10,55.0,0.97,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2015-10-01,Vallila
126,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,0.0,3.0,0,CANCEL_MODERATE,9/10,Helsinki,22,10/10,9/10,0,26178103,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/26178103?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,10,1,1.0,4,21,101,1.0,100%,within an hour,55.0,95-100/100,70,Entire home/apt,4.5-5.0/5.0,9/10,55.0,0.88,11,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2018-06-01,Torpparinmäki
127,10/10,1.0,1.0,0.0,4.5-5.0/5.0,2.5,2.0,4.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,10/10,9/10,0,31798157,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/31798157?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,21,1,1.0,2,6,45,1.0,100%,within an hour,55.0,95-100/100,37,Private room,4.5-5.0/5.0,9/10,55.0,0.9,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2016-08-01,Pukinmäki
128,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,10/10,9/10,0,41587894,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/41587894?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,2,12,86,1.0,50-89%,within an hour,55.0,95-100/100,3,Private room,4.5-5.0/5.0,9/10,55.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2014-01-01,Taka-Töölö
129,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,0,10/10,9/10,0,41852939,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/41852939?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.9,2,17,39,1.0,0-49%,unknown,55.0,95-100/100,1,Private room,nan,9/10,55.0,0.95,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,Mellunmäki
130,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,43,10/10,9/10,0,19346473,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/19346473?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,40,1,0.8,3,7,141,1.0,100%,within an hour,55.0,95-100/100,114,Entire home/apt,4.5-5.0/5.0,9/10,55.0,0.9,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2016-05-01,Kruununhaka
131,10/10,1.0,1.0,0.0,nan,1.0,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,10/10,9/10,0,42807038,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/42807038?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.7,3,5,77,1.0,0-49%,unknown,55.0,95-100/100,1,Entire home/apt,nan,9/10,55.0,0.8,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2014-09-01,Taka-Töölö
132,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,5,10/10,9/10,0,40086522,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/40086522?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,2,28,72,1.0,0-49%,unknown,55.0,95-100/100,8,Private room,4.5-5.0/5.0,9/10,55.0,0.85,11,326,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2012-10-01,Punavuori
133,10/10,1.0,1.0,0.0,nan,1.0,1.0,2.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,5,10/10,9/10,0,42361882,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/42361882?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,7,1,0.8,2,8,51,1.0,100%,within a few hours,55.0,95-100/100,1,Private room,nan,9/10,55.0,0.9,0,109,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2020-02-01,Siltamäki
134,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,2.0,3.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,10/10,9/10,0,42430201,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/42430201?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,5,24,101,1.0,100%,within an hour,55.0,95-100/100,3,Entire home/apt,3.6-4.4/5.0,9/10,55.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2017-07-01,Kontula
135,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,27,10/10,9/10,0,11015755,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/11015755?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,365,1,0.0,2,5,109,37.0,100%,within an hour,55.0,95-100/100,130,Entire home/apt,4.5-5.0/5.0,9/10,55.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2016-02-01,Taka-Töölö
136,10/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,11,10/10,9/10,0,26129095,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/26129095?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,40,1,0.88,2,12,60,1.0,100%,within an hour,55.0,95-100/100,63,Private room,3.6-4.4/5.0,9/10,55.0,0.93,11,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-06-01,Harju
137,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,53,9/10,10/10,0,24927687,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/24927687?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.85,3,15,136,1.0,0-49%,unknown,11.0,80-94/100,112,Entire home/apt,4.5-5.0/5.0,9/10,11.0,0.95,22,109,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,Kamppi
138,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.5,2.0,3.0,1,CANCEL_MODERATE,9/10,Helsinki,54,9/10,10/10,0,37470317,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/37470317?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,6,16,142,1.0,100%,within an hour,11.0,80-94/100,8,Entire home/apt,3.6-4.4/5.0,9/10,11.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Katajanokka
139,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,36755789,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/36755789?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,35,1,0.9,3,5,119,37.0,100%,within an hour,11.0,80-94/100,14,Entire home/apt,3.6-4.4/5.0,9/10,11.0,0.95,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2018-10-01,Ullanlinna
140,9/10,1.0,1.0,0.0,4.5-5.0/5.0,2.0,2.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,54,9/10,10/10,0,28994173,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/28994173?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,8,21,231,1.0,100%,within an hour,11.0,80-94/100,32,Entire home/apt,3.6-4.4/5.0,9/10,11.0,0.0,16,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Kamppi
141,9/10,1.0,1.0,0.0,nan,1.5,1.0,1.0,1,CANCEL_FLEXIBLE,9/10,Helsinki,0,9/10,10/10,0,40553766,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/40553766?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.8,2,22,126,1.0,100%,within an hour,11.0,80-94/100,2,Entire home/apt,nan,9/10,11.0,0.85,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2015-02-01,Katajanokka
142,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_MODERATE,9/10,Helsinki,49,9/10,10/10,0,2377035,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/2377035?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,25,1,0.91,2,36,119,36.0,0-49%,a few days or more,11.0,80-94/100,78,Entire home/apt,4.5-5.0/5.0,9/10,11.0,0.93,16,163,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2013-12-01,Kalasatama
143,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,1.0,1.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,0,9/10,10/10,0,1714147,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/1714147?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,1.0,1,24,77,37.0,50-89%,within a few hours,11.0,80-94/100,142,Private room,4.5-5.0/5.0,9/10,11.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-07-01,Ullanlinna
144,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,3.0,5.0,0,CANCEL_STRICT_14_WITH_GRACE_PERIOD,9/10,Helsinki,65,9/10,10/10,0,18682338,0,0,1,https://www.airbnb.com/api/v2/pdp_listing_details/18682338?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.0,10,29,128,1.0,100%,within an hour,11.0,80-94/100,200,Entire home/apt,4.5-5.0/5.0,9/10,11.0,0.0,16,272,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2014-08-01,Jätkäsaari
145,9/10,1.0,1.0,0.0,3.6-4.4/5.0,1.0,1.0,2.0,1,CANCEL_MODERATE,9/10,Helsinki,38,9/10,10/10,0,19667533,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/19667533?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,4,23,109,1.0,100%,within an hour,11.0,80-94/100,63,Entire home/apt,3.6-4.4/5.0,9/10,11.0,0.0,16,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-05-01,Etu-Töölö
146,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.0,2.0,7.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,36219853,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/36219853?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,30,1,0.75,8,10,83,1.0,100%,within an hour,11.0,80-94/100,48,Entire home/apt,3.6-4.4/5.0,9/10,11.0,1.0,8,217,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2019-06-01,Kannelmäki
147,9/10,1.0,1.0,0.0,4.5-5.0/5.0,1.5,1.0,1.0,1,CANCEL_MODERATE,9/10,Helsinki,33,9/10,10/10,0,36379385,0,0,0,https://www.airbnb.com/api/v2/pdp_listing_details/36379385?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,1,0.9,1,8,69,2.0,100%,within a few hours,11.0,80-94/100,15,Private room,4.5-5.0/5.0,9/10,11.0,0.95,0,217,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2014-04-01,Kuusisaari
148,9/10,1.0,1.0,0.0,nan,1.5,3.0,6.0,1,CANCEL_MODERATE,9/10,Helsinki,76,9/10,10/10,0,42733399,0,1,0,https://www.airbnb.com/api/v2/pdp_listing_details/42733399?_format=for_rooms_show&key=d306zoyjsyarp7ifhu67rjxn52tv0t20&checkin=2020-04-17&checkout=2020-04-18&adults=1,10/10,1125,2,0.0,8,16,168,37.0,100%,within an hour,11.0,80-94/100,0,Entire home/apt,nan,9/10,11.0,0.0,16,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-01,Kluuvi
